identifier,collection,abstract,authors,subject,title
79,0703: Rosanna Blake Collection,"Color print ""The First Battle Between Iron ships of War,"" by Henry Bill, 1862, col. caption says entered a.o.c. by Henry Bill in Connecticut in 1862.",,"Subject Terms: Civil War, 1861-1865 USS Monitor Confederate States Navy CSS Virginia (Merrimac) ""First Battle of Iron Ships"" Hampton Roads, Battle of Ships Naval operations Naval prints ","Color print ""The First Battle Between Iron ships of War,"" by Henry Bill, 1862"
80,0703: Rosanna Blake Collection,Judah P. Benjamin Carte de visite. Benjamin was Secretary of War for Confederacy. Benjamin was Attorney General and later Secretary of War for Confederate STates. No backprint.,,"Subject Terms: Civil War, 1861-1865 Confederate States of America  People: Benjamin, J. P. (Judah Philip), 1811-1884 ",Judah P. Benjamin Carte de visite
81,0703: Rosanna Blake Collection,"Lithograph of Battle Near Mill Springs, Ky., and Death of Gen. Zollicoffer, 1862 Confederate Gen. Felix Zollicoffer was killed in action at Battle of Mill Springs, Ky., January 19, 1862",,"Subject Terms: Civil War, 1861-1865 Confederate States of America Confederate States Army Battle of Mill Springs Generals Civil War, 1861-1865 Studio: Pub. by Virtue & Co., New York People: Zollicoffer, Felix Kirk (1812-1862) ","Lithograph of Lewis Cass, ca. 1866. Lithograph of Battle Near Mill Springs, Ky., and Death of Gen. Zollicoffer, 1862"
82,0703: Rosanna Blake Collection,"Muster roll of Capt. Nannheim's Company I, 6th Texas Infantry, CSA, June through August, 1862, showing 36 men. Printed on coarse, high-fiber, brown paper.",,"Subject Terms: Civil War, 1861-1865 Confederate States of America 6th Texas Volunteer Infantry Military organizations People: Nannheim, C. T. Garland, R. A. ","Muster roll of Capt. Nannheim's Company I, 6th Texas Infantry, CSA, June through August, 1862, showing 36 men."
83,0703: Rosanna Blake Collection,"Nine Virginia $1 Treasurery Notes, printed in 1862, printed by Hoyer and Ludwig, Richmond. These were gifts of John and Bettie Mossman of Littleton, CO to james Jeffrey of Denver Public Library, who received permission to donate them to the Blake Collection. (See letter in folder) None have back printing.",,Subject Terms: Confederate States of America Virginia Confederate money Money ,"Nine Virginia $1 Treasurery Notes, printed in 1862, printed by Hoyer and Ludwig, Richmond."
84,0703: Rosanna Blake Collection,"Pencil sketch of the CSS Alabama, by a member of the crew. Note on back reads ""Alabama 1863"" This was sold at auction among other Alabama materials per John O'Brien. Artist not identified.",,"Subject Terms: Civil War, 1861-1865 Confederate States of America CSS Alabama Confederate States Navy Boats Naval warfare Battleships Blockade running ","Pencil sketch of the CSS Alabama, by a member of the crew."
85,0703: Rosanna Blake Collection,"Printed letter from Charles P. Daly, LLd, to Ira Harris, US Senator titled ""Are the Southern Privateersmen Pirates,"" 1862. Daly was the first judge of the court of common pleas of the city of New York. it is dated Dec. 21, 1861. It was printed in New York by James B. Kirker, 599 Broadway, in 1862.",,"Subject Terms: Civil War, 1861-1865 Southern Privateers New York Judges People: Daly, Charles P. Harris, Ira ","Printed letter from Charles P. Daly, LLd, to Ira Harris, US Senator titled ""Are the Southern Privateersmen Pirates,"" 1862."
86,0703: Rosanna Blake Collection,"Printed speech of Charles S. Morehead at the Southern Club, Liverpool, England, 1862. (photocopy) Title: ""Southern Confederacy, an Historical Summary"" The Southern Club was the forerunner to the Southern Independence Association, which was the Confederate support group in England. Charles S. Morehead (1802-1868) Charles Slaughter Morehead, governor of Kentucky from 1855 to 1859, was arrested and imprisoned by Union authorities during the Civil War. Although a Southern sympathizer supportive of Kentucky’s neutrality, he worked for a peaceful resolution, hoping to avert war. He was critical of the Lincoln administration, and, in September 1861, Union authorities arrested Morehead. Charged with treason and “stirring up and promoting rebellion,” he was imprisoned in Fort Lafayette in New York Harbor and Fort Warren in Boston Harbor. Several influential Kentuckians asked for Morehead’s freedom. President Lincoln said that if two of his key Kentucky advisors, James Speed and James Guthrie, agreed, Morehead would be released. Guthrie and others concurred, and Morehead left prison in January 1862. He spent most of the remainder of the war in England, Europe, Canada and Mexico.",,"Subject Terms: Civil War, 1861-1865 Southern Club Southern Independence Association Southern Confederacy  People: Morehead, Charles S. ","Printed speech of Charles S. Morehead at the Southern Club, Liverpool, England, 1862. (photocopy) Title: ""Southern Confederacy, an Historical Summary"""
87,0703: Rosanna Blake Collection,"Two General Orders from the Brigadier General's Office, 3rd Texas Brigade, Texas State Troops, 1862, signed by F. B. [Franklin Bolivar] Sublett, Brig Gen. General order No. 1, dated Mar. 19, 1862 gives location of the camps of instruction. 2nd order is ""in compliance with General orders, No. 1"" gives instructions on organizing companies and election of officers. Later in the war, Sublett became Lt. Col. of the 2nd Texas Infantry, State Troops (CSA) He was a large plantation owner before the war.",,"Subject Terms: Confederate States of America Texas 3rd Brigade, Texas State Troops 2nd Texas Infantry Military mobilizations Military organizations People: Sublett, Franklin Bolivar ","Two General Orders from the Brigadier General's Office, 3rd Texas Brigade, Texas State Troops, 1862, signed by F. B. [Franklin Bolivar] Sublett, Brig Gen."
88,0099: Cabell-Wayne Historical Society Collection,"Fort Sumter, 1862-1863, map of Charleston Harbor, 18.5x12.5cm Fort Sumter as it was during the War, showing the effects of the bombardment by Maj. John Johnson, Engineer at Fort Sumter Publisher: Walker, Evans & Cogswell Co.,Charleston, S.C. Compliments of J. F. Weruer, Sullivans Island, S.C. Sergent Charles E. Walker, Battery M. 1 artillery, Sullevans Island, South Carlina Places where Engagements, Battles, or Bombardments occurred between 1861 and 1865. MORRIS ISLAND.-Firing on ""Star of the West,"" 9th January, 1861. Cumming's Point engaged with Sumter, 12th-13th April, 1861. Batteies on south end bombarded and captured. 10th July, 1863, Battery Wagner repulsed, 1st assault, 11th July 1863. Battery Wagner repulsed, 2nd assualt, 18th July, 1863. Battery Wagner after siege of 58 days, evacuated, 6th September, 1863. Battery Gregg, Cumming's Point, repulsed assault 5th September, 1863. Engaged and evacuated same time as Wagner. FORT SUMTER.-Major Anderson's bombardment and surrender 12th-13th April, 1861. Repulsed attack of armored squadron 7th April 1863. Fort demolished, repulsed attack by small boats, 9th September 1863. Remodeled, rearmed, and after eleven bombardments, during 280 days, evacuated with the city, 18th February, 1865. JAMES ISLAND.-Fort Johnson, mortar battery, first to open on Fort Sumter, 12th April, 1861. Legare's place, skirmish at, 3rd June, 1862. Secessionville, battle, with repulse of Union Army, 16th June, 1862. Stono River, capture of gunboats, by field batteries, 30th January 1863. Stono River, in vicinity of, land and water engagement, 16th July, 1863. River's Causeway, skirmish, with loss of two Confederate guns, 2nd July, 1864. Fort Johnson repulsed assault, 3rd July 1864. Stono Batteries engaged for eight days and nights, 5th July, 1864. Battery Simkins engaged Union works, Morris Island, from August, 1863, to 1865. Rifle pits a Grimball's attacked and captured, 10th February, 1865. Island evacuated with city, 18th February, 1865. SULLIVAN'sISLAND.-Fort Moultrie engaged bombarding Sumter, 12th-13th April, 1861. Fort Moultrie, Battery Bee, Battery Beauregard, engaged in repulse of armored squadron, 7th April, 1863. Battery Marion, Battery Rutledge, Battery Marshall, engaged with the above named in defending the entrance to harbor after Sumter was demolished, 7th September, 1863, to 18th February, 1865.",,,"Fort Sumter, 1862-1863, map of Charleston Harbor"
89,0227: Marshall University Regional Photograph Collection,"Lincoln, Abraham, ca. 1863. 1 photograph : sepia ; 17x11 cm. Reproduction of original.",,"Subject Terms: president The United States The American Civil War War Between the States War of Northern Aggression Union Confederate Confederate States of America Confederacy Executive Branch lawyer Republican Party Constitution male man  People People:Lincoln, Abraham Greeley, Adolphus Goodykoontz, Wells ","Lincoln, Abraham, ca. 1863."
90,0227: Marshall University Regional Photograph Collection,"Rouse, J. H., ca. 1863. 1 photograph : b&w. ; 26x21 cm.",,"Subject Terms: Civil War, 1861-1865 7th Regiment, W. Va. Cavalry Civil War, 1861-1865 Surgeons People People:Rouse, James H. ","Rouse, J. H., ca. 1863."
91,0276: Harlow Warren Papers,"Libby Prison, Richmond, Va., Aug. 23, 1863, b&w. Note on back reads: Sign on corner of building reads ""Libby & Sons Ship Chandlers""",,"Subject Terms: Libby Prison Civil War prisons Richmond, Va. Civil War, 1861-1865 Confederate States of America Prisons Confederate States of America ","Libby Prison, Richmond, Va., Aug. 23, 1863"
92,0405: Curtis F. Baxter Papers,"Unidentified female, ca. 1860's. Backprint reads:: J. D. Cadwallader, front street, Marietta, O and Market Street, Parkersburg, W.Va. Printed buy W. S. Knox, printer, Marietta, O.",,"Subject Terms:  Cartes de visite People: Unidentified woman Cadwallader, J. D. Studio: Cadwallader ","Unidentified female, ca. 1860's"
93,0418: Whittaker-Glanville Family Papers,"Carte de visite of Alfred Easton Gamble, cousin of Annie P. Glanville, ca. 1860's, b&w,. Note on back: R--- Easton Gamble cousin of Annie P. Glanville backprint: R. Goebel, photographer, St. Charles, Mo,. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Gamble, Alfred Easton Glanville, Annie P. Goebel, Rudolph Studio: Goebel ",Alfred Easton Gamble ca. 1860's
94,0418: Whittaker-Glanville Family Papers,"Carte de visite of Annie P. Glanville, ca. 1860's, b&w. Note on back: Ariel(?) P. Glanville under photo: R. Goebel, artist, St. Charles, Mo Rudolph Goebel was born Germany, 1835. By 1856 he was producing dageureotypes in St. Charles. During the Civil War, his studio was located opposite the Courthouse. He had a large exhibit at the 1870 St. Louis Fair, and produced a picture book of St. charles in 1872. Was working at least into the 1880's. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Glanville, Annie P. Goebel, Rudolph Studio: R. Goebel ","Annie P. Glanville, ca. 1860's"
95,0418: Whittaker-Glanville Family Papers,"Carte de visite of Annie Pitman Glanville given to her husband on wedding day, Sept. 29, 1880, ca. 1860's, b&w,. Note on back: This is the picture that Annie gave me before our marriage which took place Sept. 29, 1880 at one oclock in the afternoon. E. L. Carter backprint: Cramer, Gross & Co. 1001 South 5th street, St. Louis, Mo,. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Glanville, Annie P. Carter, Edward L. Studio: Cramer, Gross & Co. ","Annie Pitman Glanville, ca. 1860's"
96,0418: Whittaker-Glanville Family Papers,"Carte de visite of Annie Pitman Glanville, ca. 1860's, b&w,. Note on back: Annie P. Glanville backprint: R. Goebel, photographer, St. Charles, Mo Rudolph Goebel was born Germany, 1835. By 1856 he was producing dageureotypes in St. Charles. During the Civil War, his studio was located opposite the Courthouse. He had a large exhibit at the 1870 St. Louis Fair, and produced a picture book of St. charles in 1872. Was working at least into the 1880's. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Glanville, Annie P. Goebel, Rudolph Studio: R. Goebel ","Annie Pitman Glanville, ca. 1860's"
97,0418: Whittaker-Glanville Family Papers,"Carte de visite of Annie Pitman Glanville, ca. 1860's, col,. Note on back: Annie Pitman Glanville backprint: R. Goebel, photographer, St. Charles, Mo Rudolph Goebel was born Germany, 1835. By 1856 he was producing dageureotypes in St. Charles. During the Civil War, his studio was located opposite the Courthouse. He had a large exhibit at the 1870 St. Louis Fair, and produced a picture book of St. charles in 1872. Was working at least into the 1880's. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Glanville, Annie P. Goebel, Rudolph Studio: R. Goebel ","Annie Pitman Glanville, ca. 1860's"
98,0418: Whittaker-Glanville Family Papers,"Carte de visite of Col. Lloyd Dorsey, ca. 1860's, b&w,. Note on back: Col. Lloyd Dorsey backprint: ?, another photo glued on back of Carte de visite. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Dorsey, Col. Lloyd Goebel, Rudolph Studio: Goebel ","Col. Lloyd Dorsey, ca. 1860's"
99,0418: Whittaker-Glanville Family Papers,"Carte de visite of Crawford(?) R. Gamble, brother of Eliza Gamble Baker, ca. 1860's, b&w. Note on back: Crawford(?) R. Gamble brother of Eliza G. Baker Backprint of Hoelke & Benecke photographers, Se corner 4th & Market sts, St. Louis, Mo. (This is from the Carte de visite album in folder 17.).",,"Subject Terms: Cartes de visite People: Gamble, Crawford R. Baker, Eliza Gamble Studio: Hoelke & Benecke ","Crawford(?) R. Gamble, brother of Eliza Gamble Baker, ca. 1860's"
